26,80,352,135,172,41,349,0,0,198,
157,397,390,374,171,47,2069,58,71,187,
265,782,517,1251,108,61,3410,143,160,86,
111,533,304,1033,64,89,4606,229,208,26,
111,533,304,1033,64,89,4606,229,208,26,
15,168,218,823,51,98,2737,86,120,4,
39,136,128,584,45,5,939,0,0,0,
19,207,204,384,0,0,649,0,0,0,
20,233,361,337,118,63,486,0,321,16,
53,80,1466,355,134,63,2286,65,282,12,
53,80,1466,355,134,63,2286,65,282,12,
26,188,722,146,54,205,4429,279,322,15,
0,75,221,357,54,344,6340,478,362,301,
0,0,447,227,77,341,5856,327,245,416,
0,4,631,190,2,63,3805,172,98,172,
0,4,631,190,2,63,3805,172,98,172,
0,33,306,233,64,175,5140,315,237,48,
53,344,373,420,143,101,1304,65,38,19,
98,546,744,1029,97,62,1132,4,11,20,
93,480,264,1465,164,90,863,8,0,11,
49,279,277,878,126,45,802,71,256,9,
49,279,277,878,126,45,802,71,256,9,
6,135,193,593,11,475,2649,546,84,7,
40,228,181,607,57,578,3602,845,56,2,
6,269,345,427,46,240,1223,178,33,0,
0,128,1301,290,134,84,395,15,29,0,
0,132,1963,561,186,42,497,0,22,0,
0,132,1963,561,186,42,497,0,22,0,
0,28,420,297,13,78,530,0,304,18,
0,40,464,258,42,96,1398,59,331,24,
0,43,521,173,37,94,2905,195,189,7,
13,85,257,175,29,240,4706,229,214,0,
13,85,257,175,29,240,4706,229,214,0,
62,333,383,459,143,387,5250,386,311,0,
110,565,604,641,158,489,6403,434,306,3,
167,597,357,1654,195,467,6569,393,321,12,
109,381,233,854,155,318,5297,407,404,4,
91,344,354,975,42,304,5428,464,451,15,
91,344,354,975,42,304,5428,464,451,15,
11,200,127,630,59,166,2679,114,117,0,
4,151,270,450,62,198,1417,171,75,0,
7,107,874,449,204,357,2685,281,89,0,
0,42,1726,351,152,383,4201,163,214,7,
0,42,1726,351,152,383,4201,163,214,7,
0,14,342,251,31,485,3229,488,70,3,
34,90,267,258,37,445,2675,443,125,0,
0,0,579,175,9,796,968,255,37,0,
0,1,252,189,5,2320,2906,504,22,0,
0,0,219,228,67,3346,3943,587,23,0,
0,0,219,228,67,3346,3943,587,23,0,
124,508,480,810,135,1517,917,144,190,14,
91,518,390,1147,131,3142,633,352,288,0,
109,470,213,831,161,3954,596,399,364,0,
27,297,354,826,52,4686,384,470,481,0,
27,297,354,826,52,4686,384,470,481,0,
0,102,115,460,40,5494,583,509,518,0,
61,212,179,553,0,5331,804,560,563,0,
29,221,555,317,119,5202,688,574,777,73,
2,202,2051,471,199,3231,509,354,661,222,
0,155,1317,393,127,3600,250,330,362,69,
0,155,1317,393,127,3600,250,330,362,69,
0,37,220,245,90,6802,433,620,0,19,
0,44,679,296,116,7660,366,580,0,8,
20,95,373,259,82,7431,324,676,17,14,
0,20,250,142,102,7373,318,622,18,9,
0,20,250,142,102,7373,318,622,18,9,
54,445,538,410,77,1444,154,123,174,50,
92,398,495,1482,201,2679,225,231,248,14,
51,435,210,1123,178,4322,335,359,430,2,
112,436,383,1080,112,5115,385,538,509,4,
76,234,234,768,53,5705,413,499,498,0,
76,234,234,768,53,5705,413,499,498,0,
64,263,179,512,27,4806,369,467,433,1,
0,178,553,450,153,1291,200,94,205,0,
0,66,1756,568,186,1070,803,92,322,20,
0,115,1382,387,77,1568,1809,410,137,7,
0,115,1382,387,77,1568,1809,410,137,7,
0,55,124,290,39,2513,2654,592,371,11,
0,8,520,249,1,823,1192,192,699,75,
0,31,392,156,7,629,2491,599,342,28,
0,65,297,161,34,605,4416,836,156,2,
0,67,441,428,125,543,4216,795,876,30,
0,67,441,428,125,543,4216,795,876,30,
171,651,566,1277,200,3115,339,361,225,2,
72,439,312,1008,119,4665,621,535,111,0,
47,337,426,806,214,5905,850,499,87,0,
68,210,166,940,349,6593,471,603,97,0,
68,210,166,940,349,6593,471,603,97,0,
29,213,181,497,223,4686,438,461,252,4,
65,315,394,300,165,957,156,173,1268,243,
0,177,1597,465,190,2333,234,303,482,153,
0,161,1932,418,131,4475,539,514,236,63,
0,124,956,255,110,5190,703,448,388,20,
0,124,956,255,110,5190,703,448,388,20,
0,50,649,304,26,2181,276,306,474,111,
0,33,553,275,10,4734,268,530,495,50,
0,17,299,277,100,6562,568,695,606,34,
0,33,234,289,143,6221,712,646,568,30,
81,368,411,357,193,1112,142,181,63,12,
81,368,411,357,193,1112,142,181,63,12,
88,495,243,1079,85,1252,120,47,0,7,
47,277,278,872,122,962,136,75,428,2,
8,137,286,820,15,989,227,188,476,13,
23,135,145,672,52,1895,107,339,195,0,
23,135,145,672,52,1895,107,339,195,0,
23,276,453,382,98,738,182,107,583,56,
24,294,1667,425,185,1262,160,121,390,153,
0,94,2003,703,247,3035,221,242,257,50,
0,177,1060,281,159,4302,273,398,386,14,
0,177,1060,281,159,4302,273,398,386,14,
0,56,360,422,41,1189,1532,138,532,45,
0,52,591,442,11,3219,3745,782,275,14,
0,0,202,390,32,1877,2052,406,143,0,
0,19,267,302,87,562,634,446,1831,310,
82,336,418,418,175,911,3274,486,2178,466,
82,336,418,418,175,911,3274,486,2178,466,
109,517,329,1354,220,1484,7058,1499,555,101,
67,325,259,1077,209,1184,7059,1262,3555,794,
22,254,441,1116,92,1129,7019,1387,5195,1415,
47,207,172,662,75,741,6874,677,2147,598,
47,207,172,662,75,741,6874,677,2147,598,
84,308,255,502,64,472,4715,307,1100,246,
110,304,835,307,211,548,1594,43,850,198,
41,136,1910,444,152,797,1724,199,755,161,
2,115,1139,321,114,1866,1547,204,694,138,
1,18,476,396,66,3830,2119,369,549,94,
1,18,476,396,66,3830,2119,369,549,94,
0,2,766,200,118,5598,1259,542,539,79,
0,26,264,336,77,5574,809,541,499,63,
0,18,227,184,99,5249,741,617,481,55,
18,329,366,724,215,4767,624,502,592,42,
73,518,575,568,393,4593,567,527,479,26,
73,518,575,568,393,4593,567,527,479,26,
183,583,247,1441,1773,5153,909,516,427,21,
173,539,277,1641,1577,4911,882,412,543,18,
0,161,284,772,330,4521,796,713,427,9,
0,159,160,456,378,3751,510,364,438,0,
0,159,160,456,378,3751,510,364,438,0,
46,317,553,457,415,3820,494,307,386,0,
19,101,1760,1078,809,3221,607,352,372,0,
57,144,1518,754,1351,3544,358,374,301,0,
0,127,694,425,1513,4406,522,354,467,0,
19,105,132,898,662,4486,637,483,471,0,
19,105,132,898,662,4486,637,483,471,0,
0,25,523,678,799,2540,608,499,335,0,
0,31,223,1037,1534,3651,786,516,345,0,
47,146,423,1134,1190,4045,434,437,408,0,
112,464,480,738,273,4668,310,367,418,0,
112,464,480,738,273,4668,310,367,418,0,
34,439,242,1096,358,3509,247,381,439,0,
87,412,396,1137,324,2157,310,374,359,0,
5,145,217,741,643,2878,355,291,330,0,
43,148,112,641,543,4620,700,469,369,0,
53,259,146,1092,627,5094,532,464,402,0,
53,259,146,1092,627,5094,532,464,402,0,
0,185,1745,910,529,3821,478,354,395,0,
0,95,1922,1077,237,3275,431,395,331,0,
26,96,949,222,187,3317,403,387,317,0,
2,109,254,340,240,4906,362,429,431,0,
0,49,618,376,298,5063,424,495,409,0,
0,49,618,376,298,5063,424,495,409,0,
0,40,346,2034,660,3032,680,526,403,5,
29,93,481,2213,1219,2710,612,661,414,0,
206,426,314,2573,1480,3374,958,588,379,0,
253,748,509,2226,1459,5321,775,520,432,0,
253,748,509,2226,1459,5321,775,520,432,0,
52,325,346,1064,1667,3022,651,364,468,0,
10,164,203,870,1115,1715,656,339,401,0,
15,117,116,719,646,2032,568,376,305,0,
45,229,261,800,966,3606,854,474,433,0,
76,345,471,1664,1489,5039,563,634,282,0,
76,345,471,1664,1489,5039,563,634,282,0,
8,124,2120,988,403,3192,813,413,366,0,
71,285,889,1221,743,2732,882,700,314,0,
34,138,471,787,1339,1648,833,907,231,2,
24,115,705,770,1398,3209,691,551,288,11,
24,115,705,770,1398,3209,691,551,288,11,
0,29,289,452,497,2929,717,253,313,0,
0,60,372,1698,708,3174,498,334,231,0,
2,137,394,1263,893,3409,634,432,285,0,
46,321,625,1172,934,3753,1170,543,305,4,
66,307,642,1746,1676,3411,871,548,258,16,
66,307,642,1746,1676,3411,871,548,258,16,
26,163,425,1888,1274,2016,442,412,142,0,
22,142,156,870,260,2990,334,342,126,0,
0,161,263,514,470,3138,260,158,236,0,
17,214,408,584,696,2362,295,209,332,0,
17,214,408,584,696,2362,295,209,332,0,
26,123,1949,624,617,2106,664,438,194,0,
28,112,1029,1293,698,2391,631,313,200,0,
11,25,571,1809,838,2624,782,424,178,0,
18,37,396,1947,850,2477,725,305,236,0,
0,11,584,924,661,2098,576,714,190,0,
0,11,584,924,661,2098,576,714,190,0,
32,62,409,2265,819,1100,562,419,49,0,
0,323,596,1438,837,948,533,219,33,0,
117,541,595,1375,994,1174,437,181,70,0,
139,535,369,1731,853,856,837,276,40,0,
139,535,369,1731,853,856,837,276,40,0,
72,386,311,1304,1320,1181,836,347,99,0,
12,160,165,556,650,1140,685,367,43,0,
50,220,157,545,1601,728,913,333,70,0,
77,332,120,526,1440,654,643,393,67,0,
9,280,744,693,1934,1392,1149,460,194,0,
9,280,744,693,1934,1392,1149,460,194,0,
24,150,1229,692,1527,1194,924,991,255,0,
0,108,808,579,782,660,887,616,154,0,
0,52,102,392,1027,534,621,690,149,0,
0,44,532,455,753,1106,679,350,121,0,
0,59,369,326,1471,745,701,260,86,0,
0,59,369,326,1471,745,701,260,86,0,
0,63,542,1117,444,615,751,301,171,0,
60,227,532,546,1418,1204,789,383,152,2,
118,362,544,1987,1220,776,953,461,280,4,
36,218,452,1805,1041,696,797,554,144,0,
36,218,452,1805,1041,696,797,554,144,0,
0,126,287,906,1540,1791,1697,511,133,0,
62,190,226,790,1314,797,1011,706,216,0,
0,187,211,651,1047,674,1148,831,196,0,
39,195,630,481,1926,902,949,1014,245,28,
29,206,1691,583,1149,1639,1243,607,376,41,
29,206,1691,583,1149,1639,1243,607,376,41,
0,68,766,374,983,698,932,641,288,0,
0,25,237,403,1431,1200,1145,601,310,33,
